link_id,country,project_id,source_id,relationship,locator,review_status,notes
sen-scout-sen-project-qw-02-sen-scout-ouarkhokh-par,SEN,sen-project-qw-02,sen-scout-ouarkhokh-par,possible_match,Printed pp.18 and 59: CNTIC EPC contract,provisional,Reported July 2024 EPC concerns Ouarkhokh; no Champions Nationaux ownership crosswalk.
sen-scout-sen-project-qw-02-sen-scout-ouarkhokh-pepp,SEN,sen-project-qw-02,sen-scout-ouarkhokh-pepp,possible_match,Printed p.6: Huawei memorandum,provisional,Huawei and CNTIC roles require contract evidence; no financing amount or SPV join.
sen-scout-sen-project-qw-02-sen-scout-genertec-ouarkhokh,SEN,sen-project-qw-02,sen-scout-genertec-ouarkhokh,possible_match,Groundbreaking narrative; publication URL dated 16 June 2026,provisional,Ouarkhokh construction reported; not assigned to the proposed IPP vehicle.
sen-scout-sen-project-annex-23-sen-scout-aner-fiches-ice,SEN,sen-project-annex-23,sen-scout-aner-fiches-ice,possible_match,PDF p.19: D2B17SN01 context and 192 health facilities,provisional,Narrower health programme; not evidence for the entire institutional-autonomy submission.
sen-scout-sen-project-annex-28-sen-scout-cesag-aner-thesis,SEN,sen-project-annex-28,sen-scout-cesag-aner-thesis,possible_match,"PDF p.52 / printed p.43, footnote 31",provisional,Exact title in secondary thesis; location and duration leads only; publication chronology unresolved.
sen-scout-sen-project-annex-30-sen-scout-cesag-aner-thesis,SEN,sen-project-annex-30,sen-scout-cesag-aner-thesis,possible_match,"PDF p.50 / printed p.41, footnote 28",provisional,"Distinctive TURBULENT title in secondary thesis, no direct operator page or selected sites."
round2-sen-project-annex-35-sen-senelec-ppm-2026-v2,SEN,sen-project-annex-35,sen-senelec-ppm-2026-v2,possible_match,"PDF p.13, C_DEG_155, P_SENELEC_2026_2",provisional,"Strong preparation match by promoter and charging purpose; exact Annex35 proposal identity is not explicit. Candidate preparatory component: Senelec mobility-electrification master plan for EV-charging infrastructure. Planned dates, no award or charger delivery inferred; ACF-DON is stated funding source, not AFD hosting metadata."
round2-sen-project-annex-35-sen-afd-irve-ami12-2026,SEN,sen-project-annex-35,sen-afd-irve-ami12-2026,possible_match,"AMII12/2026, C_DEG_155; original body paragraph2",provisional,"Strong preparation match by promoter and charging purpose; exact Annex35 proposal identity is not explicit. Browser-readable exact-code corroboration, automated archive HTTP403; canonical physical observation cites archived original Senelec PPM instead."
round2-sen-project-qw-04-sen-arcop-aser-audit-2023,SEN,sen-project-qw-04,sen-arcop-aser-audit-2023,project_report,"PDF/printed pp.55-56, T_ASER_003, lots T0038/T0039",confirmed,"Inferred package join from exact summed amount, contractor, agency and compatible geography; ministry spelling Global Engineerings SAR differs from audit Global Engineering SARL. Contract dates and issued payment orders do not establish JETP funding or settlement."
round2-sen-project-qw-02-sen-mepm-cntic-huawei-contracts-2025,SEN,sen-project-qw-02,sen-mepm-cntic-huawei-contracts-2025,possible_match,28 July2025 mission and two-contract paragraphs,provisional,CNTIC/Huawei roles coexist. No sites/legal vehicle/financial terms; retain chronology discrepancy with PAR24July2024 and ambiguity over aggregate/per-plant storage wording.
round2-sen-project-qw-02-sen-mepm-ouarkhokh-groundbreaking-2026,SEN,sen-project-qw-02,sen-mepm-ouarkhokh-groundbreaking-2026,possible_match,Published10April2026; opening plant description and ceremony,provisional,"Linguere50MW+30MW90MWh physical-site report, not Champions Nationaux IPP ownership evidence. Exact ceremony date not stated."
round2-sen-project-qw-02-sen-genertec-ouarkhokh-chinese-2026,SEN,sen-project-qw-02,sen-genertec-ouarkhokh-chinese-2026,possible_match,Published26May2026; opening paragraphs,provisional,"Ouarkhokh/Linguere site, Senelec owner and construction-phase report; no legal crosswalk to proposed IPP."
round2-sen-project-qw-02-sen-mepm-huawei-sites-mou-2026,SEN,sen-project-qw-02,sen-mepm-huawei-sites-mou-2026,possible_match,Published13August2026; visit began11August; final paragraph,provisional,"Both sites explicitly named, but no SPV/PPA/shareholder/financial/JETP identification; storage wording does not specify aggregate versus per-plant amount."
round2-sen-project-qw-02-sen-senelec-ppm-2026-v2,SEN,sen-project-qw-02,sen-senelec-ppm-2026-v2,possible_match,PDF p.5 C_DQSE_273; contrast p.19 T_DPE_019,provisional,"HSE monitoring names Touba Toul,Linguere,Koungheul. Planned services, no award. Equal-capacity Thies/Touba construction row is a distinct project and cannot resolve Champions Nationaux ownership."
round3-sen-project-annex-23-sen-aner-archive-agpm-2025,SEN,sen-project-annex-23,sen-aner-archive-agpm-2025,possible_match,"One-page AGPM, consultant-services bullet",provisional,"Broad 2025 feasibility-study procurement for electrical autonomy of public buildings. It does not name universities, hospitals or Annex23 and cannot be joined to D2B17SN01."
round3-sen-project-annex-28-sen-annex8-project-analysis,SEN,sen-project-annex-28,sen-annex8-project-analysis,project_report,"Printed p.172, section 8.5.2.4; received-project table pp.4-5",confirmed,"Exact title and ANER promoter. Annex8 working project#25 corresponds by name to Annex2 ordinal28; evaluation omits the submitted fiche's unit count, budget, duration and sites."
round3-sen-project-annex-30-sen-annex8-project-analysis,SEN,sen-project-annex-30,sen-annex8-project-analysis,project_report,"Printed pp.58-61, section 8.4.2.9 and prioritisation; received-project table pp.4-5",confirmed,"Exact title and ANER promoter. Annex8 working project#27 corresponds by name to Annex2 ordinal30; evaluation gives no vendor, sites, budget or duration."
round3-sen-aner-archive-autonomisation-public-buildings,SEN,sen-project-annex-23,sen-aner-archive-autonomisation-public-buildings,possible_match,Historical capture 2023-12-07T02:46:50Z,provisional,Related programme or component only; archived historical content does not establish exact canonical project identity.
round3-sen-aner-archive-esipc,SEN,sen-project-annex-23,sen-aner-archive-esipc,possible_match,Historical capture 2024-12-10T15:35:55Z,provisional,Related programme or component only; archived historical content does not establish exact canonical project identity.
round3-sen-aner-archive-esipc-v4,SEN,sen-project-annex-23,sen-aner-archive-esipc-v4,possible_match,Historical capture 2025-05-25T01:48:46Z,provisional,Related programme or component only; archived historical content does not establish exact canonical project identity.
round3-sen-aner-archive-d2b,SEN,sen-project-annex-23,sen-aner-archive-d2b,possible_match,Historical capture 2025-05-25T02:01:57Z,provisional,Related programme or component only; archived historical content does not establish exact canonical project identity.
round3-sen-aner-archive-gandiaye,SEN,sen-project-annex-28,sen-aner-archive-gandiaye,possible_match,Historical capture 2024-12-10T15:38:29Z,provisional,Related programme or component only; archived historical content does not establish exact canonical project identity.
round4-boad-linguere,SEN,sen-project-qw-02,sen-boad-linguere-loan-2026,possible_match,"PDF pp.2-3, board25-26March2026",provisional,"Exact physical site and approved loan, but no Champions Nationaux IPP/SPV identity or JETP attribution."
round3-aner-d2b-api,SEN,sen-project-annex-23,sen-aner-d2b-live-api,possible_match,JSON id24 D2B17SN01,provisional,Narrower192-health-facility operation; no exact crosswalk to the whole Annex23 institutional-autonomy proposal.
